ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000105427	456.531325806617	1.59186653116553	0.168735232802951	9.43410872004728	3.94332372128449e-21	1.55879586702376e-17	19	42387019	42390297	cornifelin [Source:HGNC Symbol;Acc:HGNC:30183]	CNFN
ENSG00000105976	1271.06339727257	-0.406001589009456	0.116134608295775	-3.49595693279852	0.000472364932794951	0.0308324733047947	7	116672051	116798386	MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]	MET
ENSG00000108091	1608.02857915551	-0.417554298695917	0.0998835936778922	-4.18040924761337	2.90984926807403e-05	0.00387729241236965	10	59788747	59907029	coiled-coil domain containing 6 [Source:HGNC Symbol;Acc:HGNC:18782]	CCDC6
ENSG00000108179	1303.41486705119	0.352328239353202	0.104808046406957	3.36165257756218	0.000774775388046512	0.0439620159179119	10	79347466	79355337	peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]	PPIF
ENSG00000108244	404.893671259348	0.951366088878347	0.15581964486342	6.10555934530748	1.02441281407171e-09	6.07425578103819e-07	17	40922700	40937646	keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438]	KRT23
ENSG00000109971	2124.58621253572	0.365159040571065	0.10160082135015	3.59405599008502	0.000325569826535473	0.0238817576991231	11	123057485	123063230	heat shock protein family A (Hsp70) member 8 [Source:HGNC Symbol;Acc:HGNC:5241]	HSPA8
ENSG00000112414	617.67010606968	-0.552687428461794	0.118687459396924	-4.65666239104044	3.21376804289408e-06	0.000614710890656144	6	142301854	142446266	adhesion G protein-coupled receptor G6 [Source:HGNC Symbol;Acc:HGNC:13841]	ADGRG6
ENSG00000113580	899.25767244671	-0.366383123147952	0.106842855126899	-3.42917757778743	0.000605413276620052	0.0373937294137354	5	143277931	143435512	nuclear receptor subfamily 3 group C member 1 [Source:HGNC Symbol;Acc:HGNC:7978]	NR3C1
ENSG00000115306	3010.02225519988	-0.304732296137486	0.0885618796583598	-3.44089688828912	0.000579789433715605	0.0363794862139331	2	54456288	54671446	spectrin beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]	SPTBN1
ENSG00000115461	409.159224730177	-1.2676807121005	0.187048710433455	-6.77727587195259	1.22462916573063e-11	9.68191818426635e-09	2	216672105	216695549	insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474]	IGFBP5
ENSG00000116539	572.561618613186	-0.480652705270038	0.132320438628542	-3.63249026569021	0.000280699168111714	0.0212026206027822	1	155335268	155563162	ASH1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:19088]	ASH1L
ENSG00000116678	384.726708349559	-0.535867251229427	0.14549137356846	-3.68315480214555	0.000230365167942614	0.0185843573240235	1	65420652	65641559	leptin receptor [Source:HGNC Symbol;Acc:HGNC:6554]	LEPR
ENSG00000117228	740.641874598544	-0.415474610917731	0.113257111830401	-3.66841961800941	0.000244054398291296	0.0192949407289099	1	89051505	89072769	guanylate binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4182]	GBP1
ENSG00000117394	17987.7192677103	-0.346331547423571	0.0819169128437562	-4.2278393484401	2.35946157092284e-05	0.00321619020339931	1	42925353	42958893	solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]	SLC2A1
ENSG00000117472	249.571953941201	0.608705553319322	0.170395264513943	3.57231496459524	0.000353839483799938	0.025126840948404	1	46173794	46185968	tetraspanin 1 [Source:HGNC Symbol;Acc:HGNC:20657]	TSPAN1
ENSG00000118402	360.597717496331	0.542915622142834	0.144464757581636	3.75811811289709	0.000171196071348451	0.0151508523143379	6	79914814	79947553	ELOVL fatty acid elongase 4 [Source:HGNC Symbol;Acc:HGNC:14415]	ELOVL4
ENSG00000119711	293.607100591465	-0.552667245959946	0.158044690552521	-3.49690485664425	0.000470689672196482	0.0308324733047947	14	74056847	74084492	aldehyde dehydrogenase 6 family member A1 [Source:HGNC Symbol;Acc:HGNC:7179]	ALDH6A1
ENSG00000120690	851.966289904772	-0.438531271914142	0.110395453514673	-3.97236713970158	7.11619281594267e-05	0.00751639540185136	13	40931242	41061440	E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316]	ELF1
ENSG00000123066	646.960566894038	-0.446672977803238	0.132494742474918	-3.37125058292631	0.000748277612990894	0.0428687160022175	12	115957905	116277693	mediator complex subunit 13L [Source:HGNC Symbol;Acc:HGNC:22962]	MED13L
ENSG00000123384	1509.42905957027	-0.480532804709033	0.107911592189805	-4.45302302521704	8.46696708665463e-06	0.00135688868487348	12	57128483	57213361	LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]	LRP1
ENSG00000124102	1623.39212645551	0.626634576879621	0.140259269578225	4.46768743886933	7.90697210652678e-06	0.00130234419737918	20	45174902	45176544	peptidase inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:8947]	PI3
ENSG00000124107	3247.75619924451	0.861817385663706	0.111600679736984	7.72233097230954	1.14221335139545e-14	1.35455081341986e-11	20	45252239	45254564	secretory leukocyte peptidase inhibitor [Source:HGNC Symbol;Acc:HGNC:11092]	SLPI
ENSG00000124198	501.28069241362	-0.437516284752929	0.125001258166319	-3.50009504840981	0.000465092291457333	0.0308130138792878	20	48921711	49036693	ARF guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:15853]	ARFGEF2
ENSG00000124225	409.880613715043	0.638251664654811	0.129911874647283	4.91295862204819	8.97122154855949e-07	0.000226778358481928	20	57648392	57711536	prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]	PMEPA1
ENSG00000124831	1160.08660470352	-0.42704225414724	0.120116830841273	-3.55522411935386	0.000377657031394748	0.0261908464053235	2	237627554	237813682	LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]	LRRFIP1
ENSG00000125730	359.853706725287	-0.532769837713676	0.155158447462853	-3.43371467313262	0.000595370547243288	0.0369659650249118	19	6677704	6730562	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]	C3
ENSG00000126233	71.0335509428659	1.67919286350722	0.311736808332734	5.38657232197914	7.18140403038305e-08	2.83880901321042e-05	8	142740949	142742406	secreted LY6/PLAUR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18746]	SLURP1
ENSG00000127129	164.446701587911	-1.07547212980764	0.210050301921789	-5.12006943083611	3.05423188159136e-07	9.28721432917742e-05	1	41478774	41484686	endothelin 2 [Source:HGNC Symbol;Acc:HGNC:3177]	EDN2
ENSG00000127824	1581.99092873283	0.502015352596955	0.123077400520138	4.0788589170342	4.52572900356977e-05	0.00516063656282057	2	219249710	219277902	tubulin alpha 4a [Source:HGNC Symbol;Acc:HGNC:12407]	TUBA4A
ENSG00000128965	753.605281730205	0.401753163940622	0.116433710760439	3.45048836214819	0.000559573292940237	0.0353306465695377	15	40952962	40956512	ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]	CHAC1
ENSG00000129003	320.517556934618	-0.598040486284066	0.15060821433119	-3.97083578037095	7.1620936032482e-05	0.00751639540185136	15	61852389	62060473	vacuolar protein sorting 13 homolog C [Source:HGNC Symbol;Acc:HGNC:23594]	VPS13C
ENSG00000129116	8475.82318558401	-0.340658953666985	0.0898820670480966	-3.79006585912956	0.000150607347598699	0.0137388656551767	4	168497052	168928457	palladin, cytoskeletal associated protein [Source:HGNC Symbol;Acc:HGNC:17068]	PALLD
ENSG00000129422	887.194273406919	-0.392137140504619	0.109123318795789	-3.59352285865182	0.000326237013850911	0.0238817576991231	8	17643794	17801545	microtubule associated scaffold protein 1 [Source:HGNC Symbol;Acc:HGNC:29789]	MTUS1
ENSG00000130054	153.102638351989	0.809271671607387	0.195583986636215	4.1377194806476	3.5077485399361e-05	0.00428985057400558	X	69504326	69532508	NALCN channel auxiliary factor 2 [Source:HGNC Symbol;Acc:HGNC:30701]	NALF2
ENSG00000131037	645.929559436528	0.805780162814556	0.123426175369128	6.52843823771358	6.645900590878e-11	4.92585844420139e-08	19	55072020	55090124	EPS8 signaling adaptor L1 [Source:HGNC Symbol;Acc:HGNC:21295]	EPS8L1
ENSG00000133401	631.80530645985	-0.561026011871203	0.122672813945481	-4.57335243096763	4.79981770242974e-06	0.000824942581639337	5	31639121	32110933	PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486]	PDZD2
ENSG00000133710	1785.40956196588	0.483281840918669	0.104390110062861	4.62957497245333	3.66417045571317e-06	0.000668513806681577	5	148025683	148137382	serine peptidase inhibitor Kazal type 5 [Source:HGNC Symbol;Acc:HGNC:15464]	SPINK5
ENSG00000134318	365.919703698531	-0.538061939356442	0.141042649336813	-3.81488820499634	0.000136244599471773	0.0126228492588731	2	11179759	11348330	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	ROCK2
ENSG00000134321	164.151841444376	-0.884699999344484	0.240002047797463	-3.68621854464792	0.000227610909844878	0.0184879299989754	2	6865557	6898239	radical S-adenosyl methionine domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30908]	RSAD2
ENSG00000134352	495.930138310765	-0.473072239518703	0.141566953955889	-3.34168551557667	0.000832713490026057	0.0459309268754373	5	55935095	55995022	interleukin 6 cytokine family signal transducer [Source:HGNC Symbol;Acc:HGNC:6021]	IL6ST
ENSG00000134757	11423.3962955498	-0.333879803701303	0.0812121277908601	-4.11120620507716	3.93597480666366e-05	0.00463156865682367	18	31447741	31478702	desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]	DSG3
ENSG00000134762	12776.7812073314	-0.418445250386833	0.0972036862350444	-4.30482903060906	1.67114745481697e-05	0.00244668366255241	18	30989365	31042815	desmocollin 3 [Source:HGNC Symbol;Acc:HGNC:3037]	DSC3
ENSG00000135373	1393.43284940366	-0.351072411521821	0.105843742916602	-3.31689339254039	0.000910243416735837	0.0477636136242048	11	34617044	34663386	ETS homologous factor [Source:HGNC Symbol;Acc:HGNC:3246]	EHF
ENSG00000136235	11868.5495368514	-0.610699749428431	0.114667383232843	-5.32583662599455	1.00489423379224e-07	3.61122446016429e-05	7	23235967	23275108	glycoprotein nmb [Source:HGNC Symbol;Acc:HGNC:4462]	GPNMB
ENSG00000136695	121.290610845465	1.23014347081082	0.229891307342522	5.35097862129248	8.74798573712444e-08	3.24194883926746e-05	2	113058638	113065382	interleukin 36 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:15561]	IL36RN
ENSG00000136696	16.8244409427091	2.20368091302696	0.604898467925512	3.64305917418578	0.00026941687025234	0.0207468484696266	2	113022089	113052867	interleukin 36 beta [Source:HGNC Symbol;Acc:HGNC:15564]	IL36B
ENSG00000137145	449.847261249423	-0.625797864939294	0.129590751188693	-4.82903184987397	1.37198464985022e-06	0.000312891653126419	9	19230435	19374281	DENN domain containing 4C [Source:HGNC Symbol;Acc:HGNC:26079]	DENND4C
ENSG00000137193	1241.30745342315	0.471038319918776	0.100364136708025	4.69329319584645	2.68841750969791e-06	0.000549688676681165	6	37170152	37175428	Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]	PIM1
ENSG00000137267	79.4549135291827	0.923315746496769	0.252557335280415	3.6558658867366	0.000256315338145052	0.0201153986346096	6	3153497	3157544	tubulin beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412]	TUBB2A
ENSG00000137449	471.850423477177	-0.496491630514901	0.148086542569554	-3.35271269016025	0.000800237295340619	0.0445758780358202	4	15002481	15070153	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]	CPEB2
ENSG00000137710	493.751064533122	-0.490417403755853	0.125720880894538	-3.90084288517867	9.58583503969681e-05	0.00979986359791073	11	109864295	110296712	radixin [Source:HGNC Symbol;Acc:HGNC:9944]	RDX
ENSG00000138386	347.121236844557	-0.513244763998699	0.153837177607549	-3.3362856234143	0.000849058831366025	0.0460364914693667	2	190646746	190692769	NGFI-A binding protein 1 [Source:HGNC Symbol;Acc:HGNC:7626]	NAB1
ENSG00000138448	1966.8859130916	-0.532127999377637	0.124140605858691	-4.28649429972462	1.81514857881242e-05	0.0025934755417032	2	186590010	186680901	integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]	ITGAV
ENSG00000138688	481.28320766624	-0.482383792452069	0.12777475442044	-3.77526683295197	0.000159836474088856	0.0144694713451889	4	122152331	122364167	bridge-like lipid transfer protein family member 1 [Source:HGNC Symbol;Acc:HGNC:26953]	BLTP1
ENSG00000139132	231.430285853405	-0.586019017312263	0.176347293876439	-3.32309617250418	0.000890242164408346	0.0471311688737436	12	32399558	32646050	FYVE, RhoGEF and PH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:19125]	FGD4
ENSG00000139433	3401.19670531899	0.48595229082857	0.111782505861233	4.34730181690354	1.37822506957982e-05	0.00209543219232656	12	109850943	109880541	glycolipid transfer protein [Source:HGNC Symbol;Acc:HGNC:24867]	GLTP
ENSG00000139926	916.26283662704	-0.528840181496584	0.113505950546976	-4.65914059085136	3.17532284616809e-06	0.000614710890656144	14	51489100	51730727	FERM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19839]	FRMD6
ENSG00000139988	291.628432842541	0.804475996237769	0.167967979703197	4.78946045347033	1.67230350316248e-06	0.000367256430444515	14	67701886	67734451	retinol dehydrogenase 12 [Source:HGNC Symbol;Acc:HGNC:19977]	RDH12
ENSG00000140396	309.761915027245	-0.544002219118725	0.151635464140634	-3.58756589167157	0.000333779399340488	0.0242839870968028	8	70109772	70404191	nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]	NCOA2
ENSG00000140443	1180.42929343397	-0.364401366676068	0.102070408226873	-3.57009806276184	0.000356847614939749	0.0251896182474434	15	98648539	98964530	insulin like growth factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:5465]	IGF1R
ENSG00000140545	1643.08718932745	0.383657449565106	0.110428740757875	3.47425359496139	0.000512276627564977	0.0328383163583408	15	88898683	88913468	milk fat globule EGF and factor V/VIII domain containing [Source:HGNC Symbol;Acc:HGNC:7036]	MFGE8
ENSG00000142669	5282.59011466655	0.417732095568404	0.0846064539146571	4.93735496809466	7.91892566150205e-07	0.000213433044135802	1	26280057	26281522	SH3 domain binding glutamate rich protein like 3 [Source:HGNC Symbol;Acc:HGNC:15568]	SH3BGRL3
ENSG00000142731	64.6400199393628	-1.00297184499891	0.297202010916358	-3.37471419492238	0.000738923875552879	0.0425383409717553	4	127880890	127899224	polo like kinase 4 [Source:HGNC Symbol;Acc:HGNC:11397]	PLK4
ENSG00000143520	67.5421315629079	1.40595911333256	0.319845160070925	4.39574922134446	1.1039132467457e-05	0.00172254042015227	1	152348735	152360006	filaggrin 2 [Source:HGNC Symbol;Acc:HGNC:33276]	FLG2
ENSG00000143556	56.202492699988	1.23144795429298	0.318559220380928	3.86567983441331	0.000110780185469199	0.0108573737147044	1	153457744	153460651	S100 calcium binding protein A7 [Source:HGNC Symbol;Acc:HGNC:10497]	S100A7
ENSG00000143669	1028.12233601589	-0.516173197588328	0.10405034407628	-4.96080240935983	7.02025750321032e-07	0.000193612171466445	1	235661041	235883724	lysosomal trafficking regulator [Source:HGNC Symbol;Acc:HGNC:1968]	LYST
ENSG00000143882	137.009377380063	1.11895711367975	0.227773000932305	4.91259767004743	8.98775853668154e-07	0.000226778358481928	2	10721100	10785110	ATPase H+ transporting V1 subunit C2 [Source:HGNC Symbol;Acc:HGNC:18264]	ATP6V1C2
ENSG00000144366	134.395493849546	-0.751657872865341	0.212292888426744	-3.5406644020707	0.000399120892940255	0.0273593911524768	2	188291105	188595943	GULP PTB domain containing engulfment adaptor 1 [Source:HGNC Symbol;Acc:HGNC:18649]	GULP1
ENSG00000144824	2611.74047752026	-0.542575681301886	0.118274675146493	-4.58742060064725	4.48756012388622e-06	0.000794298141927861	3	111732403	111976837	pleckstrin homology like domain family B member 2 [Source:HGNC Symbol;Acc:HGNC:29573]	PHLDB2
ENSG00000145012	776.604681040128	-0.462103895460636	0.113675539764629	-4.06511283269424	4.80092300410763e-05	0.00537114584016154	3	188152994	188890671	LIM domain containing preferred translocation partner in lipoma [Source:HGNC Symbol;Acc:HGNC:6679]	LPP
ENSG00000145050	1757.89985362521	0.356375922497867	0.092853928019115	3.83802742760116	0.000124026631484359	0.0117666545821841	3	51385291	51389397	mesencephalic astrocyte derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:15461]	MANF
ENSG00000145934	2646.5518336035	-0.382343117227942	0.112844010678478	-3.38824466561489	0.000703414875734515	0.0417089850566781	5	166979029	168264157	teneurin transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:29943]	TENM2
ENSG00000146072	2889.53494528208	-0.432900521996946	0.0887238602188125	-4.87918944159236	1.06522710661184e-06	0.000256801039599597	6	47231532	47309947	TNF receptor superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:13469]	TNFRSF21
ENSG00000148600	461.098198244251	-0.589489592382491	0.13235445667333	-4.45387036597822	8.43360321312751e-06	0.00135688868487348	10	84194537	84219621	cadherin related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]	CDHR1
ENSG00000149289	166.905295909422	-0.74095898898226	0.192863317720015	-3.84188656371623	0.000122092262928354	0.0116765495650593	11	110093392	110171841	zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:HGNC:29362]	ZC3H12C
ENSG00000149809	418.179652665874	0.519025577022039	0.139402794847982	3.72320782799249	0.000196707468949075	0.0170274005420955	11	65111845	65116384	transmembrane 7 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11863]	TM7SF2
ENSG00000151117	204.374412357479	0.67108122041263	0.189633682881356	3.53882923231781	0.000401905756176708	0.0273919561063194	11	18693122	18704785	transmembrane protein 86A [Source:HGNC Symbol;Acc:HGNC:26890]	TMEM86A
ENSG00000151612	280.187041108594	-0.510225144866491	0.15304949565073	-3.33372640463228	0.000856909009160872	0.0461912906347217	4	145757627	145938823	zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]	ZNF827
