ID	5p4_25c	5p4_27c	5p4_31cfoxc1	5p4_32cfoxc1	5p4_33cfoxc1	chromosome_name	start_position	end_position	description	external_gene_name
ENSG00000004866	7.05375192637146	6.88474439752024	6.85080246019335	6.92041579714783	6.95986870799724	7	116952980	117230812	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]	ST7
ENSG00000004897	8.70637388736765	8.54973949990125	8.74931773800165	8.98338698264371	8.78195269740381	17	47117703	47189422	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]	CDC27
ENSG00000004961	8.60559447875081	8.50230285692753	8.28086929465513	8.23517996945994	8.50184767526738	X	11111299	11123086	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]	HCCS
ENSG00000004975	8.98382491299269	9.03684308172763	9.02322769663037	8.81381823703503	9.07086328150232	17	7225342	7234524	dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]	DVL2
ENSG00000005001	6.27609348790425	6.33625072370622	5.85107760107235	5.65058430210023	5.8270314659492	16	2852728	2858210	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]	PRSS22
ENSG00000005007	10.4534018035332	10.4646729520257	10.5099705408857	10.3527750884303	10.3625476000544	19	18831905	18868232	UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]	UPF1
ENSG00000005020	8.33582921647587	8.1843779148048	8.75259270267595	8.69887114562717	8.49787881828933	7	26667003	26995239	src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]	SKAP2
ENSG00000005022	10.7559378583872	10.7253008433398	10.5954386301869	10.7450884854693	10.7811263247339	X	119468395	119471396	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]	SLC25A5
ENSG00000005059	6.77752710733728	6.58420672141531	6.21623898229989	6.65036421327649	6.91294924091314	4	109560209	109688719	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]	MCUB
ENSG00000005073	3.00825374637908	3.59826248844921	2.97193800606737	2.78827785272642	3.57949701009345	7	27181157	27185232	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	HOXA11
ENSG00000005075	7.41025283191743	7.50627594507251	7.26271180448873	7.40411404536054	7.36911204757138	7	102473128	102478929	RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]	POLR2J
ENSG00000005100	7.50122989054308	7.45736357999738	7.69595785217395	7.73271020194036	7.54865725543003	17	5440917	5468982	DEAH-box helicase 33 [Source:HGNC Symbol;Acc:HGNC:16718]	DHX33
ENSG00000005156	8.66404171531565	8.70096852126783	8.56788075803798	8.54763344601684	8.5601064235047	17	34980462	35009743	DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]	LIG3
ENSG00000005175	7.48510963850039	7.43227114398286	7.38592663748178	7.70574511560539	7.73553152841175	12	47661249	47706038	RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]	RPAP3
ENSG00000005187	3.00825374637908	3.59826248844921	3.67081992245928	3.78667665139096	2.80224496271054	16	20610243	20797843	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	ACSM3
ENSG00000005189	3.81611246910856	4.65778187930816	4.82698463729273	4.43817065204898	4.6947061536934	16	20806157	20849668	RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]	REXO5
ENSG00000005194	8.48513603883798	8.69394792273146	8.40260630307622	8.39563691784298	8.50184767526738	16	57428177	57447420	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	CIAPIN1
ENSG00000005206	7.51717200819724	7.58428267670732	7.54548306644977	7.36155749138624	6.92482293641077	19	2328613	2355095	signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]	SPPL2B
ENSG00000005238	8.64603001435232	8.62549091019837	8.43150058756381	8.18724797131304	8.20351017208204	9	35104112	35116357	atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]	ATOSB
ENSG00000005243	8.13351663363436	8.16419932713211	7.73621750663814	7.88470290063484	8.13871597664737	17	48026142	48038030	COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]	COPZ2
ENSG00000005302	7.81674197264585	7.79579713913103	7.85676448903357	7.83579652611898	7.96560397975695	X	11758159	11775772	MSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7370]	MSL3
ENSG00000005339	9.63146890040445	9.7876257344484	10.1882897669649	9.87558774160962	9.73551058570897	16	3725054	3880713	CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]	CREBBP
ENSG00000005379	3.46800598579896	3.71383228241205	4.36174728407822	4.06650182107339	3.80181831465869	17	58301228	58328795	TSPO associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16831]	TSPOAP1
ENSG00000005436	5.86724795474952	6.0586784805515	5.77581895003601	6.33554455921996	6.03852127612168	2	75652000	75711184	GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]	GCFC2
ENSG00000005448	7.85487819608216	7.72179310528551	7.91053073267954	7.94359284755987	7.48592291275084	2	74421477	74425770	WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]	WDR54
ENSG00000005469	7.54075966593059	7.92133348750074	7.68228437405718	7.84817942340497	8.23723032353717	7	87345664	87399800	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]	CROT
ENSG00000005483	8.71676565575086	8.67624548646864	9.42531129198168	8.98898951955568	9.00247684370982	7	104940943	105115019	lysine methyltransferase 2E (inactive) [Source:HGNC Symbol;Acc:HGNC:18541]	KMT2E
ENSG00000005486	9.14896369644315	9.23606596926487	8.97637589818915	8.91734369405516	8.97418802904577	7	75842602	75888927	rhomboid domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23082]	RHBDD2
ENSG00000005700	9.05107032573843	8.87245291453558	9.21823596101429	9.2608431435262	9.10257190066291	6	82169984	82247775	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]	IBTK
ENSG00000005801	7.79728904041738	7.73553381639619	7.56050951390977	7.7260160328413	7.55631065979852	11	3339261	3379222	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	ZNF195
ENSG00000005810	8.74072592502351	8.70795512079171	9.05009317623965	8.93776576901563	9.08944456563072	13	77042474	77327094	MYC binding protein 2 [Source:HGNC Symbol;Acc:HGNC:23386]	MYCBP2
ENSG00000005812	9.36696668565379	9.38298764989892	9.4025593748545	9.50131121305662	9.47786074156197	13	76992598	77027195	F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]	FBXL3
ENSG00000005882	7.92825340868369	8.31366522664429	8.28539863301559	8.12245633300738	8.49389901285153	17	50094737	50112152	pyruvate dehydrogenase kinase 2 [Source:HGNC Symbol;Acc:HGNC:8810]	PDK2
ENSG00000005884	13.6728752015223	13.6540687076219	13.6513199788277	13.5588034449017	13.442669720571	17	50055968	50090485	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	ITGA3
ENSG00000005889	7.32225285323218	7.13334027307589	7.48376150885057	7.48563675853975	7.31600206101504	X	24148976	24216255	zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]	ZFX
ENSG00000005893	11.0761865586321	11.0839460721605	11.1138306950432	11.1926543832566	11.3040836515586	X	120426148	120469365	lysosomal associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:6501]	LAMP2
ENSG00000006007	9.4851492388256	9.35210261798766	9.39209777758594	9.42689951723498	9.38850819215484	16	19501693	19522123	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]	GDE1
ENSG00000006015	7.16923462089408	7.01439027803118	6.68243899640513	6.83589330171755	6.81426846229403	19	18588685	18592338	required for excision 1-B domain containing [Source:HGNC Symbol;Acc:HGNC:26098]	REX1BD
ENSG00000006016	3.1783093797046	2.01089091010935	2.29629291785409	0.988902388497213	2.57999472935762	19	18572220	18607741	cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]	CRLF1
ENSG00000006025	5.9161629571272	5.44043214543023	6.19713585518265	5.9322771783245	5.92487191525645	17	47807367	47821803	oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]	OSBPL7
ENSG00000006042	6.05368072214429	6.16404688026678	5.72337300013076	6.02245304327498	5.97141139147494	17	32927910	32945106	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]	TMEM98
ENSG00000006062	5.40152264500154	5.87223519392977	6.07687926290961	5.75948666282017	5.42044033666212	17	45263119	45317112	mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]	MAP3K14
ENSG00000006118	9.31547584990232	9.30219231044897	9.36024996669184	9.05990921806973	9.07885601111735	11	60924460	60937159	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	TMEM132A
ENSG00000006125	11.1127125441944	10.8716987119839	11.080338392611	11.010463995442	10.8110235540762	17	35578046	35726417	adaptor related protein complex 2 subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:563]	AP2B1
ENSG00000006194	8.22856599005086	8.31823810140924	7.92801656899989	8.06526413998854	8.14380477897045	16	3263800	3301401	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]	ZNF263
ENSG00000006210	4.33088711295664	3.59826248844921	5.05630191660155	4.22682757847097	3.80181831465869	16	57372477	57385044	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	CX3CL1
ENSG00000006282	8.09154336872876	7.9974395562172	8.24411337995324	7.81702058693292	7.98841348921761	17	50543058	50556481	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]	SPATA20
ENSG00000006327	10.9312651003274	10.8497560398815	10.7261261826021	10.6098193104997	10.3504931466954	16	3018445	3022385	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	TNFRSF12A
ENSG00000006432	7.56396786778114	7.40673454485634	7.49944121278768	7.335407662865	7.26086196191165	14	70722526	70809545	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]	MAP3K9
ENSG00000006451	10.4902126319964	10.4407572871492	10.1724828834172	10.5523270002276	10.4307524719589	7	39623445	39708124	RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]	RALA
ENSG00000006453	9.75761092906226	9.70273583734425	9.81810623985851	9.56083079146281	9.6468890145812	7	98291648	98401115	BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	BAIAP2L1
ENSG00000006459	8.51322885496	8.46154489753357	8.60821054466411	8.60713207038676	8.5827667751978	7	140084746	140177055	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	KDM7A
ENSG00000006530	7.21881887018575	7.52221836996494	7.44380008585533	7.49354128250382	7.23248093144935	7	141551278	141655244	acylglycerol kinase [Source:HGNC Symbol;Acc:HGNC:21869]	AGK
ENSG00000006534	4.65290921802491	4.59886412981779	4.21751997780633	3.78667665139096	4.51785836506873	11	68008563	68029282	aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]	ALDH3B1
ENSG00000006555	8.21396829310754	8.33638601895889	8.3033751132854	8.07055813728631	8.40344513002728	1	54779712	54801323	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	TTC22
ENSG00000006576	8.02061983531653	7.85364379169223	8.32113035427107	8.04389172124732	8.05475493084012	7	77798761	77957503	putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]	PHTF2
ENSG00000006607	7.57923515067108	7.64378675727262	7.5753810647558	7.29978717570148	7.48592291275084	2	241356264	241494847	FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]	FARP2
ENSG00000006625	8.27618503425993	8.11248243610001	7.59740484799381	7.9946137297284	8.22287522777598	7	30496620	30504850	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	GGCT
ENSG00000006634	5.62394703782095	5.71466520408152	5.66894833727755	5.56314896959223	5.45360404248186	7	87876216	87909553	DBF4-CDC7 kinase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:17364]	DBF4
ENSG00000006652	7.34922099547998	7.38073777450166	7.26271180448873	7.509221578356	7.50976911048051	7	112422887	112481017	interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	IFRD1
ENSG00000006695	6.9980396905356	7.20422873704142	7.35178296338918	7.37016982143033	7.30695715630072	17	14069490	14231736	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260]	COX10
ENSG00000006704	9.21642742551103	9.3250930761646	9.19435062612439	9.17497369397077	9.17892222877721	7	74452463	74602619	GTF2I repeat domain containing 1 [Source:HGNC Symbol;Acc:HGNC:4661]	GTF2IRD1
ENSG00000006712	9.79241654888603	9.82826817705776	9.50125777625406	9.46357937413608	9.53514125477191	19	39385629	39391154	PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]	PAF1
ENSG00000006715	9.05107032573843	9.20677116663747	9.06597556182968	9.33969664715365	9.32272083914199	7	38722974	38932394	VPS41 subunit of HOPS complex [Source:HGNC Symbol;Acc:HGNC:12713]	VPS41
ENSG00000006740	3.46800598579896	3.47262219006429	3.14141314864487	3.56455122038548	3.45401138231152	17	12789498	12991643	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	ARHGAP44
ENSG00000006744	9.81677344061361	9.90170839707884	9.71275590518816	9.73596789202978	9.81422219105297	17	12991268	13018065	elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198]	ELAC2
ENSG00000006747	3.33041697014048	2.81979498664789	2.77987111205319	3.30189051802536	1.99552977625034	7	12570577	12660182	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	SCIN
ENSG00000006756	7.34922099547998	7.39812090017939	7.1872706806233	7.22579397976977	7.19374961378314	X	2903972	2929405	arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]	ARSD
ENSG00000006757	7.84227780085364	7.88480606970479	7.66152805491233	7.66432827292853	7.68056615359734	X	7898247	7927739	patatin like domain 4, phospholipase and triacylglycerol lipase  [Source:HGNC Symbol;Acc:HGNC:24887]	PNPLA4
ENSG00000006831	10.2656300116359	10.2941019913707	10.2110849960022	10.3209217500019	10.4108385173532	12	1688574	1788680	adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]	ADIPOR2
ENSG00000006837	0	2.33354215076899	2.29629291785409	2.30413070832589	2.57999472935762	5	134286350	134371047	cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483]	CDKL3
ENSG00000007047	9.24303307267005	9.29292924039887	9.33643980962929	9.15018517244284	9.29096232554264	19	45079288	45305284	microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]	MARK4
ENSG00000007080	9.74412759708554	9.89100461469995	9.48362842107413	9.5265706359508	9.49985639193769	19	17932588	17944914	coiled-coil domain containing 124 [Source:HGNC Symbol;Acc:HGNC:25171]	CCDC124
ENSG00000007168	10.5388532030881	10.4759722326175	10.4108510435276	10.656332587873	10.6170073524232	17	2593183	2685616	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	PAFAH1B1
ENSG00000007174	1.0047222069834	2.33354215076899	2.77987111205319	2.56641877049572	2.31715936316078	17	11598470	11969748	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	DNAH9
ENSG00000007202	10.0009416216875	9.98890326510382	9.89569552199408	9.8372777053696	10.0191819154658	17	28614440	28645454	bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960]	BLTP2
ENSG00000007237	6.98663433991513	6.61426708752753	6.01277031223684	6.02245304327498	6.31603940783656	17	9910606	10198853	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	GAS7
ENSG00000007255	6.45226447352783	6.74228733228231	6.41120095140187	6.50152475168672	6.68059516108888	19	45162928	45178265	trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069]	TRAPPC6A
ENSG00000007341	5.59419569803027	5.53775123800938	5.61238977935769	5.37057069641187	5.57912360792854	1	112523487	112620825	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]	ST7L
ENSG00000007376	7.62409090072702	7.65828705581073	7.62625646311537	7.68518531333644	7.63069126733169	16	784974	788406	RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]	RPUSD1
